제목,기관명,채용분야,고용형태,학력정보,채용구분,근무지,채용인원,공고기간
[한국수자원공사] 아산권지사 당진산업용수센터 특수직(산업용수 시설운영) 채용 공고,한국수자원공사,"건설,기계,전기.전자,정보통신,환경.에너지.안전",비정규직,학력무관,신입+경력,충남,1,22.09.06 ~ 22.09.13
KAIST 연구원 산하 증강현실연구센터 위촉연구원(전문연구요원 포함) 및 연수연구원(Post-Doc) 모집 공고,한국과학기술원,"사업관리,정보통신,연구",비정규직,"대졸(4년),석사,박사",신입+경력,대전,4,22.09.06 ~ 22.09.23
제2022-5회 중이온가속기연구소 별정직 직원(육아휴직 대체인력) 채용 공고,기초과학연구원,정보통신,비정규직,학력무관,신입+경력,대전,1,22.09.06 ~ 22.09.21
평택기지지사 '22년 임시 기간제계약직 및 육아휴직대체인력(기간제계약직) 채용 공고,(주)한국가스기술공사,"건설,기계,재료,화학,전기.전자,정보통신,환경.에너지.안전",비정규직,학력무관,신입,경기,10,22.09.06 ~ 22.09.21
[한국수자원공사] 전남지역협력단 보성현대화사업소 특수직(기술관리_건설사업) 채용 공고,한국수자원공사,"건설,기계,전기.전자,정보통신,환경.에너지.안전",비정규직,학력무관,신입+경력,전남,1,22.09.06 ~ 22.09.13
한국영상자료원 NCS기반 정규직(일반직) 1인 공개경쟁 블라인드 채용 공고,한국영상자료원,정보통신,정규직,학력무관,신입+경력,서울,1,22.09.05 ~ 22.09.19
2022년 국립해양박물관 체험형 인턴 채용 공고,국립해양박물관,"경영.회계.사무,문화.예술.디자인.방송,정보통신",청년인턴(체험형),학력무관,신입+경력,부산,6,22.09.05 ~ 22.09.20
한국공공조직은행 2022년 제4차 직원 채용 공고,재단법인 한국공공조직은행,정보통신,정규직,학력무관,신입+경력,경기,1,22.09.05 ~ 22.09.20
한전KDN 대구경북지역본부 포항지사 AMI통신망 보강공사 작업원 모집공고,한전KDN,정보통신,비정규직,학력무관,신입+경력,경북,8,22.09.07 ~ 22.09.21
IBK기업은행 전문계약직(전자서명인증) 채용공고,중소기업은행,정보통신,비정규직,학력무관,경력,서울,1,22.09.02 ~ 22.09.19
IBK기업은행 전문계약직(클라우드 아키텍트) 채용공고,중소기업은행,정보통신,비정규직,학력무관,경력,서울,2,22.09.02 ~ 22.09.19
IBK기업은행 전문계약직(보안사고 분석대응) 채용공고,중소기업은행,정보통신,비정규직,학력무관,경력,서울,1,22.09.02 ~ 22.09.19
국방기술진흥연구소 개방형 직위 「방산혁신클러스터사업부장」 공개모집,국방기술품질원,"사업관리,경영.회계.사무,교육.자연.사회과학,건설,기계,재료,화학,섬유.의복,전기.전자,정보통신,환경.에너지.안전,연구",비정규직,"대졸(4년),석사,박사",경력,경남,1,22.09.01 ~ 22.09.15
한전KDN(주) 경남사업처 미터링사업팀 Wi-Sun 보강공사 일용원 채용,한전KDN,"전기.전자,정보통신",비정규직,학력무관,신입+경력,경남,2,22.09.01 ~ 22.09.16
제2022-4회 한국과학기술기획평가원 위촉연구직 공개채용,한국과학기술기획평가원,"사업관리,경영.회계.사무,교육.자연.사회과학,법률.경찰.소방.교도.국방,기계,재료,화학,섬유.의복,전기.전자,정보통신,환경.에너지.안전,연구",비정규직,"대졸(4년),석사,박사",신입+경력,충북,18,22.09.01 ~ 22.09.15
[한국표준과학연구원] 2022년 6차 정규직 공개채용,한국표준과학연구원,"경영.회계.사무,정보통신,연구",정규직,"학력무관,대졸(4년),석사,박사",신입+경력,대전,7,22.09.01 ~ 22.09.16
2022년도 하반기 정규직 채용 공고,한국항공우주연구원,"기계,전기.전자,정보통신,연구",정규직,"학력무관,대졸(4년),석사,박사",신입+경력,"대전,전남",11,22.09.01 ~ 22.09.16
한전KDN(주) 공공사업부 기간제근로자 채용공고,한전KDN,정보통신,비정규직,학력무관,신입+경력,경기,1,22.09.01 ~ 22.09.15
"[한국수자원공사] 충북지역협력단 진천, 증평현대화사업팀 특수직(건설사업_기술관리) 채용공고",한국수자원공사,"건설,기계,전기.전자,정보통신",비정규직,학력무관,신입+경력,충북,2,22.09.01 ~ 22.09.08
과학기술정책연구원 2차 행정직(정규직) 채용,과학기술정책연구원,"경영.회계.사무,정보통신",정규직,"고졸,대졸(2~3년),대졸(4년),석사,박사",신입+경력,세종,1,22.09.01 ~ 22.09.16
대한법률구조공단 일반직 7급(전산담당) 제한경쟁채용 시험 공고,대한법률구조공단,"경영.회계.사무,법률.경찰.소방.교도.국방,정보통신",정규직,학력무관,경력,경북,1,22.09.01 ~ 22.09.15
2023년 1차 정규직 및 실무직 공개채용[3단계 전환 포함],한국전자통신연구원,"사업관리,경영.회계.사무,건설,전기.전자,정보통신,환경.에너지.안전,연구","정규직,무기계약직","학력무관,석사",신입+경력,"대전,대구,광주,경기",56,22.09.01 ~ 22.09.16
한전KDN(주) 제주사업처 AMI분야 일용근로자 채용 공고,한전KDN,"전기.전자,정보통신",비정규직,학력무관,신입+경력,제주,5,22.09.01 ~ 22.09.15
2022년도 한국건설기술연구원 정규직 채용 공고,한국건설기술연구원,"사업관리,경영.회계.사무,건설,정보통신,환경.에너지.안전,연구",정규직,"학력무관,석사,박사",신입,"경기,경북",18,22.09.01 ~ 22.09.16
2022년도 제5차 공개경쟁 채용 공고,한국전기연구원,"경영.회계.사무,법률.경찰.소방.교도.국방,건설,전기.전자,정보통신,환경.에너지.안전,연구","정규직,무기계약직","학력무관,대졸(4년),석사,박사",신입+경력,"광주,경기,경남",21,22.09.01 ~ 22.09.16
(22-0-13) KPS사업본부 특수사업직 2차 채용,한국항공우주연구원,"사업관리,교육.자연.사회과학,기계,전기.전자,정보통신,연구",비정규직,"석사,박사",신입+경력,대전,7,22.08.31 ~ 22.09.14
(22-0-12) SBAS사업단 특수사업직 2차 채용,한국항공우주연구원,"사업관리,전기.전자,정보통신,연구",비정규직,"대졸(4년),석사,박사",신입+경력,대전,1,22.08.31 ~ 22.09.14
(22-0-11) 2022년도 3분기 3차 별정직(유기계약직) 채용,한국항공우주연구원,"사업관리,경영.회계.사무,건설,전기.전자,정보통신,환경.에너지.안전,연구",비정규직,"대졸(4년),석사,박사",신입+경력,"대전,전남",3,22.08.31 ~ 22.09.14
한국방송통신전파진흥원 신입 및 경력 직원 채용 공고,한국방송통신전파진흥원,"사업관리,경영.회계.사무,법률.경찰.소방.교도.국방,문화.예술.디자인.방송,기계,전기.전자,정보통신","정규직,무기계약직",학력무관,신입+경력,"서울,인천,대전,대구,부산,광주,경기,강원,충북,경북,경남,전남,전북,제주",21,22.08.31 ~ 22.09.14
"실무직 채용 공고(사무, 검사, 운전 등)",한국교통안전공단,"경영.회계.사무,운전.운송,경비.청소,전기.전자,정보통신,환경.에너지.안전",무기계약직,학력무관,신입+경력,"서울,경기,경북,전북",12,22.08.31 ~ 22.09.16
한전KDN(주) 경남사업처 미터링사업팀 일용원 채용,한전KDN,"전기.전자,정보통신",비정규직,학력무관,신입+경력,경남,1,22.08.30 ~ 22.09.13
한전KDN경북사업처 배전공가분야 작업원 모집,한전KDN,"전기.전자,정보통신",비정규직,학력무관,신입+경력,경북,2,22.08.30 ~ 22.09.13
한전KDN(주) 경남사업처 미터링사업팀 일용원 채용,한전KDN,"전기.전자,정보통신",비정규직,학력무관,신입+경력,경남,5,22.08.30 ~ 22.09.23
한전KDN(주) 울산지사 저압AMI통신망 보강공사 작업원 고용 공고,한전KDN,정보통신,비정규직,학력무관,신입+경력,울산,6,22.08.30 ~ 22.09.13
국립생태원 생태신기술팀 기간제근로자(육아휴직 대체) 채용 재공고,국립생태원,"정보통신,환경.에너지.안전,연구",비정규직,"학력무관,대졸(4년),석사",신입+경력,충남,2,22.08.30 ~ 22.09.06
한국자활복지개발원 2022년 직원(8차) 및 청년인턴(체험형) 채용 공고,재단법인 한국자활복지개발원,"교육.자연.사회과학,보건.의료,사회복지.종교,경비.청소,정보통신","무기계약직,비정규직,청년인턴(체험형)",학력무관,신입+경력,"서울,충북",7,22.08.30 ~ 22.09.13
한전KDN(주) 원전인프라팀 기간제근로자 채용 공고,한전KDN,정보통신,비정규직,학력무관,신입+경력,"대전,경북",6,22.08.30 ~ 22.09.13
"KAIST IT융합연구소 위촉연구원(감염병 예방 기술연구, 프로젝트 관리/SW백엔드/ SW인공지능,디지털트윈) 채용 모집 공고",한국과학기술원,"전기.전자,정보통신,환경.에너지.안전,연구",비정규직,"석사,박사",신입+경력,대전,3,22.08.30 ~ 22.09.14
2022년 하반기 건강보험심사평가원 NCS기반 신규직원(정규직) 채용공고,건강보험심사평가원,"경영.회계.사무,보건.의료,정보통신,연구",정규직,"학력무관,고졸,대졸(2~3년),대졸(4년),석사",신입+경력,강원,128,22.08.30 ~ 22.09.13
2022년 공영홈쇼핑 신입직 채용 공고,(주)공영홈쇼핑,"사업관리,경영.회계.사무,법률.경찰.소방.교도.국방,문화.예술.디자인.방송,영업판매,정보통신",정규직,학력무관,신입,서울,20,22.08.29 ~ 22.09.13
2022년 한국잡월드 5급 정규직 신입 직원 채용 공고,한국잡월드,"경영.회계.사무,문화.예술.디자인.방송,영업판매,정보통신",정규직,학력무관,신입,경기,7,22.08.29 ~ 22.09.13
[국가과학기술인력개발원] 2022년 제6회 정규직(시설관리직) 및 위촉직(육아휴직대체) 채용,국가과학기술인력개발원,"교육.자연.사회과학,정보통신,환경.에너지.안전","정규직,비정규직",학력무관,신입+경력,충북,3,22.08.29 ~ 22.09.12
한전KDN(주) 강릉지사 아르바이트 채용 모집공고,한전KDN,정보통신,비정규직,학력무관,신입+경력,강원,1,22.08.29 ~ 22.09.12
한전KDN(주)강릉지사 저압AMI 통신망 시설공사 일용근로자 모집공고,한전KDN,정보통신,비정규직,학력무관,신입+경력,강원,11,22.08.29 ~ 22.09.12
한국체육산업개발(주) 전임직 채용공고,한국체육산업개발(주),"영업판매,이용.숙박.여행.오락.스포츠,정보통신","무기계약직,비정규직",학력무관,신입+경력,"서울,경기",11,22.08.26 ~ 22.09.12
[경북지부] 전문계약직(정보통신감리) 채용공고,도로교통공단,"사업관리,정보통신",비정규직,학력무관,신입+경력,경북,1,22.08.25 ~ 22.09.07
2022년 제3차 전문위원 채용 공고,중소기업기술정보진흥원,"사업관리,경영.회계.사무,정보통신",비정규직,"학력무관,대졸(4년),박사",경력,세종,3,22.08.25 ~ 22.09.13
2022년 중소기업 R&D PM 채용 공고,중소기업기술정보진흥원,"사업관리,전기.전자,정보통신,환경.에너지.안전",비정규직,"학력무관,석사,박사",경력,서울,2,22.08.25 ~ 22.09.13
한국해양수산연수원 2022년 하반기 계약직 및 청년인턴 직원 채용 공고,한국해양수산연수원,"경영.회계.사무,교육.자연.사회과학,운전.운송,음식서비스,기계,전기.전자,정보통신,식품가공,환경.에너지.안전,농림어업,연구","비정규직,청년인턴(체험형)","학력무관,대졸(4년),박사",신입+경력,부산,28,22.08.25 ~ 22.09.01
한전KDN 전북사업처 검침곤란개소 AMI 모뎀 시설 일용근로자 채용 공고,한전KDN,정보통신,비정규직,학력무관,신입+경력,전북,4,22.08.25 ~ 22.09.08
2022년 제3차 정규직 채용공고,한국생산기술연구원,"사업관리,경영.회계.사무,법률.경찰.소방.교도.국방,보건.의료,건설,전기.전자,정보통신,환경.에너지.안전,연구","정규직,무기계약직","대졸(4년),석사,박사",신입+경력,"서울,인천,대구,부산,광주,울산,경기,강원,충남,경북,경남,전북,제주",5,22.08.24 ~ 22.09.08
한전KDN(주) 대전충청지역본부 직할 AMI분야 작업원 모집 공고,한전KDN,"전기.전자,정보통신",비정규직,학력무관,신입+경력,"대전,충남,세종",9,22.08.24 ~ 22.09.07
한전KDN(주) 경남사업처 배전공가 일용원 채용,한전KDN,"전기.전자,정보통신",비정규직,학력무관,신입+경력,경남,2,22.08.24 ~ 22.08.31
[중앙보훈병원] 기간제(기술직)·업무지원직 직원 공개채용,한국보훈복지의료공단,"사업관리,보건.의료,경비.청소,음식서비스,정보통신","무기계약직,비정규직",학력무관,신입+경력,서울,13,22.08.24 ~ 22.08.29
한전KDN(주) 전북사업처 배전공가 일용원 채용 공고,한전KDN,정보통신,비정규직,학력무관,신입+경력,전북,1,22.08.24 ~ 22.08.28
2022년도 3차 직원 채용 공고,한국고용정보원,"경영.회계.사무,정보통신,연구",정규직,"학력무관,석사,박사",신입,충북,8,22.08.24 ~ 22.09.08
[한국수자원공사] 수도권지역협력단 현대화사업 특수직(기술관리_건설사업) 채용 공고,한국수자원공사,"사업관리,기계,전기.전자,정보통신,환경.에너지.안전",비정규직,학력무관,신입+경력,경기,1,22.08.23 ~ 22.08.31
[한국수자원공사] 전주권지사 실무직(기술관리_배출수 설비운영) 채용 공고,한국수자원공사,"기계,전기.전자,정보통신,환경.에너지.안전",무기계약직,학력무관,신입+경력,전북,1,22.08.23 ~ 22.08.30
[한국수자원공사] 서산권지사 실무직(수탁운영_지방상수도 시설운영) 채용 재공고(지역제한채용),한국수자원공사,"건설,기계,전기.전자,정보통신,환경.에너지.안전",무기계약직,학력무관,신입+경력,충남,2,22.08.23 ~ 22.08.30
[한국수자원공사] 강원지역협력본부 현대화사업 특수직(기술관리_건설사업) 채용 공고 (4차),한국수자원공사,"사업관리,기계,전기.전자,정보통신,환경.에너지.안전",비정규직,학력무관,신입+경력,강원,5,22.08.22 ~ 22.09.02
[한국수자원공사] 강원지역협력본부 SWM사업 특수직(기술관리_건설사업) 채용 공고 (4차),한국수자원공사,"사업관리,기계,전기.전자,정보통신,환경.에너지.안전",비정규직,학력무관,신입+경력,강원,1,22.08.22 ~ 22.09.02
